member_name,session_id,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cost_usd,project_name,recorded_at
hletrd,d81fdf0b-b149-41d5-ace4-d066df491269,claude-opus-4-6,93,6768,600596,1588624,4.717702,-Users-hletrd-flash-shared-DCP-Robot,2026-03-18 10:29:57.543+00
Da-hye Kim,cc207070-a960-4cff-a08f-abcc5dca6803,claude-opus-4-6,92,7826,421098,1310510,3.4832275,projects,2026-03-18 10:16:30.804+00
claude,4cca1902-ae52-4ccb-b42b-5db83e4f1b13,claude-opus-4-6,846,85452,3528666,49027905,48.708645,projects,2026-03-18 10:15:20.037+00
ben_baldivia,f789edd9-274e-4596-90a8-d1f7be9ad888,claude-opus-4-6,32,2323,57266,493556,0.6629255,projects,2026-03-18 10:11:23.834+00
claude,68faeb52-33f1-4fff-a44b-f51794562715,claude-opus-4-6,237,34853,2361493,7413438,19.33856025,projects,2026-03-18 09:53:36.958+00
claude,ff04aaae-22ea-49b1-917a-12fa1031a389,claude-opus-4-6,174,17136,1025288,5862227,9.7684335,projects,2026-03-18 09:48:28.371+00
Da-hye Kim,72e1c71f-b90b-4a23-8fb2-0ce057544660,claude-haiku-4-5-20251001,115,1368,75048,767671,0.1775321,projects,2026-03-18 09:47:40.433+00
Da-hye Kim,72e1c71f-b90b-4a23-8fb2-0ce057544660,claude-opus-4-6,19,2398,36226,151906,0.3624105,projects,2026-03-18 09:47:33.213+00
claude,4cccdde5-989b-45cf-9de5-fc689578dadc,claude-opus-4-6,104,10889,520394,2763070,4.9067425,-mnt-harbor-users-claude-GitHub-DeltaTok,2026-03-18 09:43:16.365+00
claude,3414a5ea-1e2f-49d8-b184-dcf4c497c352,claude-opus-4-6,86,12866,555048,2015845,4.7990525,-mnt-harbor-users-claude-GitHub-DeltaTok,2026-03-18 09:43:02.609+00
claude,d1e1dd9c-797e-40e5-857b-6ea76945e278,claude-opus-4-6,27,4185,128164,433094,1.122332,projects,2026-03-18 09:42:34.623+00
jaeyoon,87d8b5ca-5937-40bb-9216-aaee6fd6cc47,claude-opus-4-6,3,212,6958,24210,0.0609075,-mnt-home-jyjung,2026-03-18 09:27:22.003+00
hletrd,bd0efc1c-42f7-45ef-a5f3-bdc48376e8ac,claude-opus-4-6,214,11975,314110,3774202,4.1507335,-Users-hletrd-flash-shared-proxmox-ops,2026-03-18 09:09:56.136+00
hletrd,cc0e502d-4337-4c6d-819b-13487ee3fe1c,claude-opus-4-6,94,4029,117434,1263389,1.466852,-Users-hletrd-flash-shared-worv-slack-bot,2026-03-18 09:06:10.243+00
hletrd,99acde3b-7e54-4564-abc9-130eb88d9782,claude-opus-4-6,158,6381,287621,2031899,2.97389575,-Users-hletrd-flash-shared-sim-workstation,2026-03-18 09:05:35.094+00
김성민,37834af6-0625-41c4-9180-b026cf22d954,claude-opus-4-6,45,2248,341449,232863,2.30691275,-home-khemoo,2026-03-18 09:03:53.573+00
hletrd,77b3cffa-2fd1-417e-9076-ae7d52bd65a8,claude-opus-4-6,37,653,183022,291460,1.3061275,-Users-hletrd-flash-shared,2026-03-18 09:02:04.47+00
hletrd,1727d26e-90f6-4cf6-892f-b9513fbe49d9,claude-opus-4-6,72,2877,165471,813778,1.51336775,-Users-hletrd-flash-shared-worv-robot-inference,2026-03-18 08:59:35.207+00
조면철,c3e0022c-9493-4949-9b19-31d5076e122d,claude-opus-4-6,165,30580,282264,6332427,5.6956885,-workspaces-aloha2-studio,2026-03-18 08:56:48.143+00
hletrd,2a145955-8ec4-4f8d-966e-3708664791af,claude-opus-4-6,73,3970,281948,986545,2.3550625,-Users-hletrd-flash-shared-dgx-management,2026-03-18 08:45:33.022+00
hletrd,34e98e73-1f5c-4b46-b95b-0ac12c8901fa,claude-opus-4-6,198,10587,232497,2940888,3.18921525,-Users-hletrd-flash-shared-worv-robot-inference,2026-03-18 08:40:59.278+00
hletrd,3a65a32a-7360-44e5-9c63-38dcd1af7c38,claude-opus-4-6,102,4279,155933,1409616,1.78687425,-Users-hletrd-flash-shared-ALOHA-2,2026-03-18 08:38:34.082+00
조면철,40b48f6b-e344-42d7-83f3-d9e761bd6292,claude-opus-4-6,22,1360,93294,322116,0.7782555,-workspaces-aloha2-studio,2026-03-18 08:26:39.727+00
hletrd,23823e49-b154-45ba-b74a-fc60b6242f8d,claude-opus-4-6,137,3700,381197,3344747,4.14803975,-Users-hletrd-flash-shared-xylolabs-panel-demo,2026-03-18 08:09:40.482+00
조면철,f310e602-1619-4a62-80a7-41aafe696e96,claude-opus-4-6,22,2407,87193,359569,0.78502575,-workspaces-aloha2-studio,2026-03-18 08:04:16.35+00
김윤식,5d10a5b9-beb9-4749-b770-69d60f68eb31,claude-opus-4-6,42,2678,43335,504396,0.59020175,-sketchdrive,2026-03-18 07:57:22.373+00
조면철,a2f0e806-b236-498c-ba5f-9212a8991eda,claude-opus-4-6,14,766,24705,120142,0.23369725,-workspaces-aloha2-studio,2026-03-18 07:53:58.396+00
cyjun0304,5f2fc059-b729-4ed3-80e7-3fcdf8e71f5a,claude-opus-4-6,6854,49588,230431,14890107,10.15921725,-home-cyjun0304-sketchdrive,2026-03-18 07:52:40.109+00
samwoo,a268a666-6009-4161-aa48-aafa1fe2e7a4,claude-opus-4-6,151,73614,483583,9512910,9.61995375,-home-samwoo-github-repos-aios-architecture,2026-03-18 07:50:52.847+00
cyjun0304,44b9956a-755c-4785-9680-02361582bdae,claude-opus-4-6,23,1935,27103,240929,0.33834825,-mnt-home-cyjun0304-sim-workstation,2026-03-18 07:49:12.8+00
김성민,12dfb9e8-3379-4294-b846-e531913f38e0,claude-opus-4-6,102,3592,256597,1087576,2.23782925,-home-khemoo,2026-03-18 07:48:37.118+00
claude,cb8bf9f7-ab37-4162-8627-c88f83daf4c3,claude-opus-4-6,33,2656,160746,523715,1.333085,projects,2026-03-18 07:44:29.295+00
samwoo,f152a8eb-bf81-4577-8082-c400a8197d84,claude-opus-4-6,1241,262193,3032723,189670862,120.35097975,-home-samwoo-github-repos-coc-and-fmea-project,2026-03-18 07:41:25.352+00
claude,8aed4161-fa57-45a4-8ceb-98395b905e68,claude-opus-4-6,312,18482,966428,9609317,11.3084435,projects,2026-03-18 07:38:21.583+00
samwoo,da325fa2-196d-48bc-a213-9590e9e18a05,claude-opus-4-6,5049,11072,77036,563875,1.0654575,projects,2026-03-18 07:36:06.22+00
김윤식,16997301-783b-4835-b84a-a3223b336bcd,claude-opus-4-6,13,3531,34783,201267,0.40636725,-sketchdrive,2026-03-18 07:27:22.695+00
김윤식,1fe1b158-a296-4442-b10f-f843d77d8a6a,claude-opus-4-6,9,1118,43116,75262,0.335101,-sketchdrive,2026-03-18 07:24:55.611+00
김윤식,0065aa6d-234b-4fcb-851a-a5b393f58141,claude-opus-4-6,6,281,21092,17422,0.147591,-sketchdrive,2026-03-18 07:23:55.319+00
claude,5c7eb7ab-ef34-4555-adfb-aab07d0620c4,claude-opus-4-6,22,2861,304817,646383,2.29993275,-mnt-harbor-users-claude-GitHub-vla-evaluation-harness,2026-03-18 07:12:32.311+00
hletrd,5d00f069-48fc-4809-a059-661ee639bb84,claude-opus-4-6,67,3772,103780,687489,1.0870045,-Users-hletrd,2026-03-18 06:55:49.54+00
samwoo,8c09c8d0-382c-4526-ae86-93b0569ccaf1,claude-opus-4-6,17,1360,21150,112576,0.2225605,projects,2026-03-18 06:49:07.576+00
cyjun0304,065a856f-fb5b-4dca-b7fd-ce21daef0c3c,claude-opus-4-6,26215,31005,199683,3538007,3.92322225,-home-cyjun0304-CostNav,2026-03-18 06:48:14.809+00
김윤식,eeadf3b5-b9df-4108-bd66-6f1115489215,claude-opus-4-6,49,1721,300773,850702,2.34845225,-sketchdrive,2026-03-18 06:46:19.184+00
김윤식,3d6e5e0a-338b-4077-bae9-037b539df4a1,claude-opus-4-6,210,54375,474027,14527905,11.58704625,-sketchdrive,2026-03-18 06:45:12.637+00
cyjun0304,a357a8fa-20a4-4000-aeb7-aaa9f010e4a4,claude-opus-4-6,7,1394,16509,50930,0.16353125,-home-cyjun0304-sketchdrive,2026-03-18 06:45:11.188+00
cyjun0304,8c32c410-0045-4f8a-b08a-25ed5f20d5fa,claude-opus-4-6,1784,9048,42381,425175,0.71258875,-home-cyjun0304-sketchdrive,2026-03-18 06:41:21.118+00
cyjun0304,b786b2a5-cfce-4e80-93a7-0a0e9d17039a,claude-opus-4-6,315,38859,221905,17779179,11.24954575,-home-cyjun0304-sketchdrive,2026-03-18 06:16:52.113+00
김성민,abdc8be2-af65-4a01-855f-63c820fdf0f7,claude-opus-4-6,24163,100681,4570315,67448920,64.92676875,-home-khemoo-isaac-sim-5-1-0,2026-03-18 06:14:24.191+00
김성민,8987e0fc-751c-485e-888f-7ff9c881ad67,claude-opus-4-6,20690,1744442,51498411,759288976,745.22405675,-home-khemoo-pt-omniverse-connector-unreal,2026-03-18 05:58:01.022+00
조면철,1e74a79a-3d76-463b-8117-f852024a7952,claude-opus-4-6,39,2138,44235,304877,0.48255225,-home-worv-git-sim-workstation,2026-03-18 05:56:50.144+00
조면철,6d002570-7d45-4976-bd23-cc09e8edb74b,claude-opus-4-6,3,165,13136,23033,0.0977565,-home-worv-git-aloha2-workspace,2026-03-18 05:51:00.902+00
jaeyoon,bc5e5fb1-76e6-467a-8945-b7821bbc9380,claude-opus-4-6,24518,940475,15602840,1154647963,698.4761965,-mnt-raid12-users-jyjung-ourvla-reflex-projects-reflex-train,2026-03-18 05:42:17.884+00
김성민,196770a3-86fb-4c81-adf7-471cdfc6e452,claude-opus-4-6,21,479,111445,146668,0.78194525,-home-khemoo,2026-03-18 04:43:53.516+00
hletrd,b8933bcf-703d-4732-9728-5e65c927a249,claude-opus-4-6,2206,143619,6242445,165906560,125.57006625,-Users-hletrd-git-G2,2026-03-18 04:30:28.045+00
cyjun0304,2c98e48c-a319-402b-be2b-92140beaa387,claude-opus-4-6,122,16447,4419040,81801981,68.9317755,-home-cyjun0304-sketchdrive,2026-03-18 04:29:38.155+00
Da-hye Kim,647ecea8-6715-4321-ba82-9bca7227bf7b,claude-opus-4-6,706,205576,2097894,129401935,82.955735,projects,2026-03-18 04:28:17.144+00
김윤식,376a2611-7eb3-4da9-b9b1-c5ec3418b669,claude-opus-4-6,26371,9718,106116,1433111,1.7545855,-sketchdrive,2026-03-18 04:26:43.047+00
김윤식,edc02347-7102-4868-9e2f-86c969c32efd,claude-opus-4-6,9,341,38322,19299,0.257732,-sketchdrive,2026-03-18 04:19:47.534+00
Da-hye Kim,92a89579-8da7-4941-b563-1141d409eace,claude-opus-4-6,25605,60023,959472,28979455,22.1150275,projects,2026-03-18 04:00:17.332+00
hletrd,9beb8668-1b3f-41ac-9f10-36a25b04b316,claude-opus-4-6,361,22260,1367438,12457257,15.333421,-Users-hletrd-flash-shared-burstpick-web,2026-03-18 02:58:01.582+00
김윤식,9cd211ad-121c-45e5-94d2-a9f2c00d2f6b,claude-opus-4-6,59,6720,93934,1120834,1.3157995,-sketchdrive,2026-03-18 02:36:55.576+00
hletrd,b290a36b-1ce9-404e-b58f-3379a6420077,claude-opus-4-6,67,2501,283768,1160532,2.416676,-Users-hletrd-flash-shared-Xylolabs-Knowledge-Engine,2026-03-18 02:04:51.7+00
hletrd,8cbe23ff-9c65-40fb-80d4-a6316ec06247,claude-opus-4-6,111,6935,250100,1709819,2.5919645,-Users-hletrd-flash-shared,2026-03-18 02:02:09.4+00
hletrd,2c59f965-1ec1-45b9-8e53-d722a3185eaa,claude-opus-4-6,813,58781,455985,38321337,23.48416475,-Users-hletrd-git-RB-Y1,2026-03-18 01:20:53.382+00
hletrd,7c9f58b6-5b62-4647-a0a4-f72b1b31b9cc,claude-opus-4-6,1458,135037,1398407,92704432,58.47547475,-Users-hletrd-flash-shared,2026-03-18 00:14:32.801+00
ben_baldivia,730397ee-03de-44f3-8d40-40e8650d7d6a,claude-opus-4-6,4761,341402,3118870,634423331,345.263458,projects,2026-03-17 23:02:21.925+00
jaeyoon,8caaa241-5c7f-49d7-aea0-a58b15e6ae4b,claude-opus-4-6,26,2741,20867,299117,0.34863225,-mnt-raid9-workspace-jyjung-Threat-LLM,2026-03-17 17:59:30.179+00
jaeyoon,7cbf59d6-f048-4a5c-852b-621dc42ad3bb,claude-opus-4-6,17381,3139,84388,282169,0.8338895,-mnt-raid9-workspace-jyjung-Threat-LLM,2026-03-17 17:28:45.509+00
jaeyoon,19763368-92c8-4292-90f0-a2ba1629a460,claude-opus-4-6,12188,30450,354570,6437008,6.2567565,-mnt-raid9-workspace-jyjung-Threat-LLM,2026-03-17 17:09:10.772+00
jaeyoon,1a96b938-a33d-4859-a94f-24e945cbd94a,claude-opus-4-6,33,2204,13894,321503,0.302854,-mnt-raid9-workspace-jyjung-AutoResearchClaw,2026-03-17 16:24:42.353+00
jaeyoon,ded19f25-cf48-4e1a-baa4-11098f04b6c5,claude-opus-4-6,583,68383,682473,56793649,34.37477075,-mnt-raid9-workspace-jyjung-AutoResearchClaw,2026-03-17 16:20:08.747+00
김성민,5d1c0cc9-6408-4fd4-87bb-600bc75e96c0,claude-opus-4-6,46,2852,114245,493524,1.03232325,-home-khemoo-pt-autosim,2026-03-17 16:10:12.945+00
jaeyoon,90eb6835-299c-44a1-b10a-bb1fb178f47c,claude-opus-4-6,78,9294,139740,1347867,1.7800485,-mnt-raid9-workspace-jyjung-AutoResearchClaw,2026-03-17 16:06:58.473+00
jaeyoon,2c5d6875-90ff-4fef-bfdc-5d1c8b9da148,claude-opus-4-6,2316,323976,3058841,165139005,109.79823875,-mnt-raid12-users-jyjung-reflex-projects-reflex-train,2026-03-17 15:03:36.595+00
claude,13724c6e-cbd5-458e-8791-4a7bd0eef6c4,claude-opus-4-6,2851,306891,18193379,402985392,322.88784475,projects,2026-03-17 14:34:12.54+00
jaeyoon,3019e0fa-c7c1-496a-b83d-8962b1613f34,claude-opus-4-6,36,2437,26318,279723,0.365454,-mnt-home-jyjung,2026-03-17 14:33:44.192+00
hletrd,97a9aca6-2d02-4a8b-8659-a0f17d2a8bb1,claude-opus-4-6,1694,115486,2157249,125787293,79.27207275,-Users-hletrd-git-RB-Y1,2026-03-17 14:19:53.099+00
hletrd,d86fe971-c51f-46f6-b9b0-a8a62e9d6cb4,claude-opus-4-6,830,70560,971744,39741892,27.712496,-Users-hletrd-flash-shared-judgekit,2026-03-17 14:16:45.778+00
김성민,4318d322-c332-4128-aa78-c5271676a8a1,claude-opus-4-6,2129,122854,12186704,135162949,146.8303695,-home-khemoo-workspace-worv-quarto,2026-03-17 13:56:03.598+00
hletrd,352cce2b-5156-45ca-ae17-442088c48075,claude-opus-4-6,57,5181,141814,735346,1.3838205,-Users-hletrd-flash-shared-atik-kr-ops,2026-03-17 13:21:17.525+00
hletrd,0dac1c3c-747e-4880-a3cb-8fa7ff4580a4,claude-opus-4-6,340,59862,1524613,12519900,17.28703125,-Users-hletrd-Downloads,2026-03-17 13:06:52.268+00
hletrd,e056e867-1e63-47e6-8122-5b0a06a41189,claude-opus-4-6,384,24773,647406,13506477,11.420771,-Users-hletrd-flash-shared-judgekit,2026-03-17 12:40:19.756+00
hletrd,4539252b-3585-4e59-86cc-1a6cbff4461b,claude-opus-4-6,144,68042,655124,4815519,8.2040545,-Users-hletrd-flash-shared-Xylolabs-Knowledge-Engine,2026-03-17 12:23:18.956+00
hletrd,e0352223-e81f-4c44-b6d4-d1227f0c5c8e,claude-opus-4-6,183,18761,184451,4170226,3.70787175,-Users-hletrd-flash-shared-kiwi-paper,2026-03-17 12:14:12.462+00
hletrd,a2b691d6-65a5-433f-8fdb-ae0f7eb62de0,claude-opus-4-6,76,2218,84135,1086162,1.12475475,-Users-hletrd-flash-shared-kiwi-paper,2026-03-17 12:04:20.353+00
jaeyoon,ce278d92-0f72-4726-93da-48b052052f67,claude-opus-4-6,936,155374,629503,80785360,48.21610375,-mnt-home-jyjung-reflex,2026-03-17 11:57:57.243+00
김성민,69a1b333-cbdc-47bf-8f6f-54615a7e7ccf,claude-opus-4-6,459,43102,1141161,18680930,17.55256625,-home-khemoo-isaac-sim-5-1-0,2026-03-17 11:39:02.24+00
hletrd,df58e159-d3fd-476a-8ca0-3e564e4d4d00,claude-opus-4-6,483,78772,1136698,22280829,20.216492,-Users-hletrd-Downloads,2026-03-17 11:34:49.132+00
김선후,5b162bdc-284a-4997-b718-3799f1b8f2eb,claude-opus-4-6,26,2796,87598,236666,0.7358505,C--Project-game-ai-learning-loop,2026-03-17 11:20:01.435+00
hletrd,ca71bc7e-44e9-4995-a016-c895513ea80d,claude-opus-4-6,377,30501,681390,8418990,9.2325925,-Users-hletrd-flash-shared,2026-03-17 10:52:40.921+00
hletrd,ca71bc7e-44e9-4995-a016-c895513ea80d,claude-opus-4-6,377,30501,681390,8418990,9.2325925,-Users-hletrd-flash-shared,2026-03-17 10:52:40.921+00
hletrd,95e0ab57-553a-45f1-8717-44aaa0b10423,claude-opus-4-6,1568,97405,6209942,109125701,95.817953,-Users-hletrd-flash-shared-judgekit,2026-03-17 10:50:07.817+00
Da-hye Kim,dae8c64b-1e67-4679-afed-61108f68856c,claude-haiku-4-5-20251001,68784,27065,915647,11946738,2.54334155,projects,2026-03-17 10:00:35.348+00
jaeyoon,1de23b9f-ab40-4c36-aba1-904d7244f35a,claude-opus-4-6,6750,76516,2580337,42853678,39.50059525,-mnt-raid12-users-jyjung-ourvla-NitroGen,2026-03-17 09:36:49.734+00
cyjun0304,426998de-0961-4c89-ac51-29f0a58ca665,claude-opus-4-6,28,1767,115863,364035,0.95047625,-mnt-home-cyjun0304-projects-sketchdrive-lidar,2026-03-17 09:36:10.575+00
cyjun0304,a927a3f7-8a3c-4d2d-a866-073eda2b7eeb,claude-opus-4-6,246,52032,373076,18113070,12.69029,-home-cyjun0304-sketchdrive,2026-03-17 09:33:31.948+00
김선후,2e09f458-cfbb-4092-b515-ad6c7ea7a728,claude-opus-4-6,6,22,19870,17408,0.1334715,C--Project-DreamDojo,2026-03-17 09:28:56.07+00
김선후,13465e82-1190-4164-a7e0-18a53568986e,claude-opus-4-6,13469,11004,200422,2430348,2.8102565,C--Project-DreamDojo,2026-03-17 09:18:30.444+00
cyjun0304,984d6906-3af0-4a15-a407-b3b4d68e4170,claude-opus-4-6,45,7129,79902,1079696,1.2176855,-mnt-home-cyjun0304-projects-sketchdrive-lidar,2026-03-17 09:05:27.92+00
ben_baldivia,0814b8cd-b70f-4b74-8db5-3538e9561884,claude-opus-4-6,168,16735,154642,7194258,4.9828565,projects,2026-03-17 08:58:49.888+00
hletrd,3bc7f9af-fe58-49b0-9796-617dd27d9d32,claude-opus-4-6,392,17571,477587,7434642,7.14347475,-Users-hletrd-flash-shared,2026-03-17 08:57:06.038+00
hletrd,0eb7c19f-b64c-440a-95dd-9cc778755e2f,claude-opus-4-6,81,2594,131061,952379,1.36057575,-Users-hletrd-flash-shared-agentping,2026-03-17 08:55:43.667+00
ben_baldivia,a9a0714a-ab1e-42fa-877d-1738de46072d,claude-opus-4-6,233,21833,241513,12516147,8.31451975,projects,2026-03-17 08:55:11.791+00
ben_baldivia,c79d2607-c07a-4086-8adb-3af042e17c28,claude-opus-4-6,196,16959,170212,8272157,5.6248585,projects,2026-03-17 08:55:10.033+00
cyjun0304,736ff91e-3f4c-4411-9cb6-8cf7eef239b7,claude-opus-4-6,5281,14199,122004,1866001,2.0769055,-mnt-home-cyjun0304-sim-workstation,2026-03-17 08:53:09.243+00
김성민,28488b6f-444e-47b8-8de9-0532f4a2d007,claude-opus-4-6,15581,316106,13276587,286972877,234.44566225,-home-khemoo-isaac-sim-5-1-0,2026-03-17 08:44:41.636+00
claude,bf699221-78d3-4480-acb6-a11d2ebb2149,claude-opus-4-6,15,1262,131262,191445,0.947735,-mnt-harbor-users-claude-GitHub-vla-evaluation-harness-public,2026-03-17 08:35:47.836+00
김선후,ea6ffd5d-6c01-4261-bf93-72011aef0858,claude-opus-4-6,6,530,24108,12886,0.170398,C--Project,2026-03-17 08:31:26.268+00
김성민,01052b96-9a4c-4f12-86c2-6fbf167aa6d6,claude-opus-4-6,8553,133088,6264411,53370985,69.20802625,-home-khemoo-pt-simul,2026-03-17 08:28:43.443+00
hletrd,a61c1670-ab0f-4cd3-9fd5-54a2b22308a4,claude-opus-4-6,24,853,139079,213674,0.99752575,-Users-hletrd-dgx-management,2026-03-17 07:41:00.308+00
cyjun0304,223d625f-4926-4e65-9987-8d7e25820b3e,claude-opus-4-6,46,4331,69656,822679,0.9551945,-home-cyjun0304-sketchdrive,2026-03-17 07:39:23.57+00
cyjun0304,223d625f-4926-4e65-9987-8d7e25820b3e,claude-opus-4-6,46,4331,69656,822679,0.9551945,-home-cyjun0304-sketchdrive,2026-03-17 07:39:23.57+00
cyjun0304,4c4ad8fe-c01f-4f84-bbe9-ebb7c5c9ac3c,claude-opus-4-6,4,208,8951,29664,0.07599575,-mnt-home,2026-03-17 07:11:07.343+00
cyjun0304,b9b5d3d9-ba8f-4659-8083-05284d3b5afd,claude-opus-4-6,14,457,30313,69042,0.23547225,-mnt-home,2026-03-17 07:10:10.038+00
cyjun0304,5570d0f1-1d03-4f98-84bb-be6935b401a9,claude-opus-4-6,19,851,22006,93844,0.2058295,-mnt-home-cyjun0304,2026-03-17 07:05:47.7+00
hletrd,11f6c768-6c14-4227-93dd-98d608337e90,claude-opus-4-6,61,3171,217179,714968,1.79443275,-Users-hletrd-dgx-management,2026-03-17 06:58:37.625+00
hletrd,aa31628a-2221-44c3-bb9e-d35ddd9ad7f3,claude-opus-4-6,259,9673,343930,4008820,4.3970925,-Users-hletrd-dgx-management,2026-03-17 06:29:21.616+00
samwoo,1735cea9-5727-44c9-a600-48c7288fe20c,claude-opus-4-6,1069,332813,3079257,249115304,152.12867825,projects,2026-03-17 06:10:57.923+00
김윤식,0802b4d2-b607-4ffa-9896-787e8b5813dc,claude-opus-4-6,27,3335,52795,236761,0.53185925,-sketchdrive,2026-03-17 06:02:51.701+00
jaeyoon,1d740f1c-0cfd-4863-a777-101d324d824a,claude-opus-4-6,694,217866,1118828,117538237,71.2119135,-mnt-raid12-users-jyjung-ourvla-reflex-projects-reflex-train,2026-03-17 06:00:01.454+00
Da-hye Kim,dae8c64b-1e67-4679-afed-61108f68856c,claude-opus-4-6,638,80152,990740,72779125,44.5886775,projects,2026-03-17 05:49:57.284+00
cyjun0304,6f4b6912-b89f-4ba7-8b07-0fd439b82c49,claude-opus-4-6,17,947,27763,121776,0.25816675,-home-cyjun0304-CostNav,2026-03-17 05:48:33.269+00
cyjun0304,00b14122-c209-4ca7-a17a-0332c04b1558,claude-opus-4-6,74,7190,54564,1318437,1.1803635,-home-cyjun0304-CostNav,2026-03-17 05:44:09.874+00
cyjun0304,00b14122-c209-4ca7-a17a-0332c04b1558,claude-opus-4-6,74,7190,54564,1318437,1.1803635,-home-cyjun0304-CostNav,2026-03-17 05:44:09.874+00
Da-hye Kim,70175bab-919f-401d-b5b1-54b16bbe7e6f,claude-haiku-4-5-20251001,39889,24351,856589,6020450,1.83442525,projects,2026-03-17 05:27:09.922+00
김윤식,6778fa0e-45e0-420b-b872-584fa296091d,claude-opus-4-6,156,34666,472878,7592358,7.6190965,-sketchdrive,2026-03-17 05:23:05.054+00
Da-hye Kim,70175bab-919f-401d-b5b1-54b16bbe7e6f,claude-opus-4-6,191,21986,231308,6074014,5.033287,projects,2026-03-17 05:21:42.392+00
cyjun0304,28f2a1db-dc50-4530-8f40-5c27ee4df8cd,claude-opus-4-6,89,8711,160935,2050414,2.24927075,-home-cyjun0304-CostNav,2026-03-17 05:15:04.119+00
Da-hye Kim,4f495bd6-33c4-4174-8a1e-38ec2b04dc04,claude-haiku-4-5-20251001,28392,11578,757605,3568555,1.39014375,projects,2026-03-17 05:13:19.009+00
cyjun0304,37a42b99-d7eb-4ef0-a47f-f581944679a6,claude-opus-4-6,129,19651,142380,3627312,3.195451,-home-cyjun0304-worv-ai-github-io,2026-03-17 05:03:05.913+00
hletrd,a0bfa043-5192-4a15-9a17-752030c692ba,claude-opus-4-6,622,60064,4140847,19922482,37.34624475,-Users-hletrd-flash-shared-burstpick,2026-03-17 05:00:26.661+00
ben_baldivia,21251dab-bd94-4e1f-b24e-5a2d2063301c,claude-opus-4-6,3548,402468,7531893,1159410609,636.85907575,projects,2026-03-17 04:45:16.013+00
김윤식,b4fcb1ee-4e0c-4b11-bc7e-44d555a8f8ab,claude-opus-4-6,16671,73098,1381538,23650481,22.370658,-sketchdrive,2026-03-17 04:41:57.612+00
ben_baldivia,5001abbd-e54d-4fb5-81c6-6d4f9984a5c0,claude-opus-4-6,518,59919,290060,33611541,20.1192105,-Users-benbaldivia-dev-2-trip-planning-wt-worker-1,2026-03-17 04:41:10.168+00
Da-hye Kim,4f495bd6-33c4-4174-8a1e-38ec2b04dc04,claude-opus-4-6,12819,32798,446072,17526255,12.4351225,-home-meliora-temp-for-claude-maplayer,2026-03-17 04:39:15.347+00
Da-hye Kim,4f495bd6-33c4-4174-8a1e-38ec2b04dc04,claude-opus-4-6,12819,32798,446072,17526255,12.4351225,projects,2026-03-17 04:39:15.347+00
Da-hye Kim,72685285-bcf8-4d09-8d13-5c5c5dc21741,claude-opus-4-6,9995,178847,6102898,268032709,176.680617,projects,2026-03-17 04:38:28.201+00
cyjun0304,ee5c16aa-3840-4937-90e8-256b47b12cbc,claude-opus-4-6,385,41243,363866,26025653,16.319989,-home-cyjun0304-CostNav,2026-03-17 04:25:07.133+00
claude,e0658361-dd21-47ac-a7cc-ffa8260a1a8a,claude-opus-4-6,1800,253106,5668907,215620414,149.57752575,projects,2026-03-17 04:19:07.444+00
Da-hye Kim,b6a457e9-e633-4cf7-ac5b-433551d5e80f,claude-haiku-4-5-20251001,4289,29497,935229,8356341,2.15644435,projects,2026-03-17 04:18:45.312+00
hletrd,986c9497-875c-4e9c-b3e2-b2ba17a5874a,claude-opus-4-6,13,181,140244,27919,0.8950745,projects,2026-03-17 04:08:08.211+00
김선후,2cb31c86-d0f9-446a-bd9a-69718eb0d3a7,claude-opus-4-6,8479,36201,444095,8257686,7.85185675,C--Project,2026-03-17 03:59:57.82+00
hletrd,7e9ce524-5a5a-4912-9ef6-cf1c57a3ae17,claude-opus-4-6,1576,101126,3353910,98974810,72.9853725,-Users-hletrd-flash-shared-burstpick,2026-03-17 03:58:18.59+00
김성민,6a87c4cb-1dd0-4763-8b55-0ea96017b17b,claude-opus-4-6,111,5118,323476,1533508,2.916984,-home-khemoo-isaac-sim-5-1-0,2026-03-17 03:46:09.98+00
김성민,555f1a94-49e9-4b01-ac03-3f6576d395bf,claude-opus-4-6,502,32701,848577,16247502,14.24739225,-home-khemoo-isaac-sim-5-1-0,2026-03-17 03:19:00.398+00
samwoo,e26db326-1e71-4045-884b-54f60e906c9f,claude-opus-4-6,8,1691,19271,51525,0.18852125,-media-samwoo-303E08073E07C536-samwoo-backup-file,2026-03-17 02:57:38.649+00
